100th Date,Close,MACD_diff_pytorch,Decision MACD_pytorch,SMA20_pytorch,SMA50_pytorch,Signal_pytorch,Decision GC_pytorch,RSI_pytorch,SMA200_pytorch,Decision RSI/SMA_pytorch,Decision Financial Status,Date,Decision GC_transformers,Decision MACD_transformers,Decision RSI/SMA_transformers,MACD_diff_transformers,RSI_transformers,SMA200_transformers,SMA20_transformers,SMA50_transformers,Signal_transformers
2016-08-19,7.296024745116425,,False,,,False,False,100.0,,False,True,2018-10-25,False,False,False,,0.0,,,,False
2016-08-22,7.296024745116425,,False,,,False,False,100.0,,False,True,2018-10-26,False,False,False,,0.0,,,,False
2016-08-23,7.296024745116425,,False,,,False,False,100.0,,False,True,2018-10-29,False,False,False,,0.0,,,,False
2016-08-24,7.296024745116425,,False,,,False,False,100.0,,False,True,2018-10-30,False,False,False,,0.0,,,,False
2016-08-25,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-10-31,False,False,False,,0.0,,47.8387253,,False
2016-08-26,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-01,False,False,False,,0.0,,47.83690695,,False
2016-08-29,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-02,False,False,False,,0.0,,47.8350187,,False
2016-08-30,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-05,False,False,False,,0.0,,47.83309075,,False
2016-08-31,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-06,False,False,False,,0.0,,47.8311264,,False
2016-09-01,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-07,False,False,False,,0.0,,47.8291613,,False
2016-09-02,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-08,False,False,False,,0.0,,47.8272123,,False
2016-09-06,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-09,False,False,False,,0.0,,47.825237650000005,,False
2016-09-07,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-12,False,False,False,,0.0,,47.82323015,,False
2016-09-08,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-13,False,False,False,,0.0,,47.82120625,,False
2016-09-09,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-14,False,False,False,,0.0,,47.81915835,,False
2016-09-12,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-15,False,False,False,,0.0,,47.81711345,,False
2016-09-13,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-16,False,False,False,,0.0,,47.815080050000006,,False
2016-09-14,7.296024745116425,,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-19,False,False,False,,0.0,,47.8130627,,False
2016-09-15,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-20,False,False,False,-0.0008068046995746946,0.0,,47.811055350000004,,False
2016-09-16,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-21,False,False,False,-0.0008285625079077902,0.0,,47.8090143,,False
2016-09-19,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-23,False,False,False,-0.0008434308390197539,0.0,,47.806933400000005,,False
2016-09-20,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-26,False,False,False,-0.0008392176688407013,0.0,,47.8048261,,False
2016-09-21,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-27,False,False,False,-0.0008125458602254044,0.0,,47.802709750000005,,False
2016-09-22,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-28,False,False,False,-0.0007749812428792368,0.0,,47.8005907,,False
2016-09-23,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-29,False,False,False,-0.0007115191498844181,0.0,,47.7984869,,False
2016-09-26,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-11-30,False,False,False,-0.000615469713718831,0.0,,47.79641554999999,,False
2016-09-27,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-03,False,False,False,-0.0005143699025015897,0.0,,47.79436265,,False
2016-09-28,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-04,False,False,False,-0.00043682353315062025,0.0,,47.79231,,False
2016-09-29,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-06,False,False,False,-0.0003737271682843959,0.0,,47.790263800000005,,False
2016-09-30,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-07,False,False,False,-0.00032922736288295944,0.0,,47.788199649999996,,False
2016-10-03,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-10,False,False,False,-0.0002952217386962032,0.0,,47.78612665,,False
2016-10-04,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-11,False,False,False,-0.00027496610301225473,0.0,,47.7840578,,False
2016-10-05,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-12,False,False,False,-0.00025419117468912164,0.0,,47.78201215,,False
2016-10-06,7.296024745116425,0.0,False,7.296024745116425,,False,False,100.0,,False,True,2018-12-13,False,False,False,-0.0002593189852907324,0.0,,47.779962700000006,,False
2016-10-07,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-14,False,False,False,-0.0002762484929216373,0.0,,47.7779143,47.8084987,False
2016-10-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-17,False,False,False,-0.0002986112530080371,0.0,,47.7758517,47.806526700000006,False
2016-10-11,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-18,False,False,False,-0.00030752943119971565,0.0,,47.773779149999996,47.80452574,False
2016-10-12,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-19,False,False,False,-0.00032216861781870706,0.0,,47.77169515,47.8025029,False
2016-10-13,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-20,False,False,False,-0.00032134206634118825,0.0,,47.76961849999999,47.80046642,False
2016-10-14,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-21,False,False,False,-0.00030100688952512493,0.0,,47.767574399999994,47.798425879999996,False
