100th Date,Close,MACD_diff_pytorch,Decision MACD_pytorch,SMA20_pytorch,SMA50_pytorch,Signal_pytorch,Decision GC_pytorch,RSI_pytorch,SMA200_pytorch,Decision RSI/SMA_pytorch,Decision Financial Status,Date,Decision GC_transformers,Decision MACD_transformers,Decision RSI/SMA_transformers,MACD_diff_transformers,RSI_transformers,SMA200_transformers,SMA20_transformers,SMA50_transformers,Signal_transformers
2016-10-17,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-24,False,False,False,-0.0002604639183312867,0.0,,47.76555835,47.79639342,False
2016-10-18,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-26,False,False,False,-0.00021906141656775555,0.0,,47.763552849999996,47.79435622,False
2016-10-19,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-27,False,False,False,-0.0001630283170146983,0.0,,47.761563349999996,47.79232096,False
2016-10-20,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-28,False,False,False,-0.00011551560168325363,0.0,,47.759580850000006,47.79028673999999,False
2016-10-21,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2018-12-31,False,False,False,-8.278210575415022e-05,0.0,,47.7575846,47.78824907999999,False
2016-10-24,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-02,False,False,False,-5.930758107754175e-05,0.0,,47.75556165,47.78621302,False
2016-10-25,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-03,False,False,False,-3.788165715424771e-05,0.0,,47.753524999999996,47.784180479999996,False
2016-10-26,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-04,False,False,False,-1.0352883329355772e-06,0.0,,47.75150625,47.78216303999999,False
2016-10-27,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-07,False,True,False,4.909926545508016e-05,0.0,,47.7495071,47.78016203999999,False
2016-10-28,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-08,False,False,False,0.00013366813687548315,0.0,,47.74755570000001,47.77817626,False
2016-10-31,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-09,False,False,False,0.0002533337266356281,0.0,,47.7456642,47.77620454,False
2016-11-01,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-10,False,False,False,0.00037487271867686113,0.0,,47.74382695,47.77424432,False
2016-11-02,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-11,False,False,False,0.0004546223456856936,0.0,,47.74200845,47.77228858,False
2016-11-03,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-14,False,False,False,0.0005069191199311967,0.0,,47.740231949999995,47.77034224,False
2016-11-04,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-15,False,False,False,0.0005376015820639287,0.0,,47.73849425,47.76840628,False
2016-11-07,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-16,False,False,False,0.0005598800919615794,0.0,,47.73680125,47.76648442,False
2016-11-08,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-17,False,False,False,0.0005815947894849561,0.0,,47.7351468,47.764576979999994,False
2016-11-09,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-18,False,False,False,0.0005895155696501817,0.0,,47.733534299999995,47.76268032,False
2016-11-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-22,False,False,False,0.0005701838807904511,0.0,,47.7319368,47.760790580000005,False
2016-11-11,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-23,False,False,False,0.000525826587330254,0.0,,47.73034115,47.75889782,False
2016-11-14,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-24,False,False,False,0.00046627237056392004,0.0,,47.728740300000005,47.75700462,False
2016-11-15,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-25,False,False,False,0.0004228647536857078,0.0,,47.72716079999999,47.75512548,False
2016-11-16,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-28,False,False,False,0.00039873879015158917,0.0,,47.72559645,47.75326748,False
2016-11-17,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-29,False,False,False,0.00039496750022054335,0.0,,47.7240653,47.75143035999999,False
2016-11-18,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-30,False,False,False,0.00039514676848296897,0.0,,47.72256665,47.7496124,False
2016-11-21,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-01-31,False,False,False,0.00040984713888870747,0.0,,47.72110945,47.747811420000005,False
2016-11-22,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-01,False,False,False,0.0004013756515906502,0.0,,47.71966595,47.74601484,False
2016-11-23,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-04,False,False,False,0.00036916674591140966,0.0,,47.7182154,47.74422412,False
2016-11-25,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-05,False,False,False,0.0003311592032666875,0.0,,47.7167599,47.74244386,False
2016-11-28,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-06,False,False,False,0.0003125166500496171,0.0,,47.71529389999999,47.7406881,False
2016-11-29,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-07,False,False,False,0.00029044990119589387,0.0,,47.7137907,47.73894746,False
2016-11-30,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-08,False,False,False,0.00029876818145659935,0.0,,47.712285800000004,47.7372282,False
2016-12-01,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-11,False,False,False,0.00031001704719921426,0.0,,47.71079545,47.73552286,False
2016-12-02,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-12,False,False,False,0.0003225084657523924,0.0,,47.7093171,47.7338328,False
2016-12-05,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-13,False,False,False,0.0003273050488321709,0.0,,47.7078456,47.73214976,False
2016-12-06,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-14,False,False,False,0.0003031792245773088,0.0,,47.7063566,47.73046084,False
2016-12-07,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-15,False,False,False,0.00025677659739089045,0.0,,47.7048408,47.72876824,False
2016-12-08,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-19,False,False,False,0.0001982585582949309,0.0,,47.7033068,47.72707904,False
2016-12-09,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-20,False,False,False,0.00014012323843745102,0.0,,47.701772,47.725393860000004,False
2016-12-12,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-21,False,False,False,8.827449843182636e-05,0.0,,47.700244999999995,47.72371596,False
2016-12-13,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-22,False,False,False,6.547431905870246e-05,0.0,,47.698744,47.72205156,False
2016-12-14,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-25,False,False,False,4.469643935804679e-05,0.0,,47.697237,47.72039715999999,False
2016-12-15,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-26,False,False,False,1.6409333913303473e-05,0.0,,47.6957102,47.718746700000004,False
2016-12-16,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-27,False,False,False,-2.7838667236084608e-05,0.0,,47.694147449999996,47.71710426,False
2016-12-19,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-02-28,False,False,False,-7.926092166011568e-05,0.0,,47.69255545,47.71546886,False
2016-12-20,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-01,False,False,False,-0.0001388129695338476,0.0,,47.69091895,47.713838319999994,False
2016-12-21,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-04,False,False,False,-0.00019147084789971312,0.0,,47.689268600000005,47.71221061999999,False
2016-12-22,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-05,False,False,False,-0.0002231452535208442,0.0,,47.6876218,47.71059478,False
2016-12-23,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-06,False,False,False,-0.00025034760993740066,0.0,,47.6859636,47.7089819,False
2016-12-27,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-07,False,False,False,-0.0002640711849627962,0.0,,47.684283750000006,47.70737184000001,False
2016-12-28,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-08,False,False,False,-0.0002500924732810241,0.0,,47.6826087,47.7057676,False
2016-12-29,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-11,False,False,False,-0.00026498963408211687,0.0,,47.680877249999995,47.70415796,False
2016-12-30,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-12,False,False,False,-0.00028811298428146545,0.0,,47.6791078,47.702540639999995,False
2017-01-03,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-13,False,False,False,-0.0003237770798780928,0.0,,47.67729255,47.70091748000001,False
2017-01-04,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-14,False,False,False,-0.0003497606141255865,0.0,,47.67544875,47.69929542,False
2017-01-05,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-15,False,False,False,-0.0003767708463308962,0.0,,47.67358725,47.69767108,False
2017-01-06,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-18,False,False,False,-0.0004129989377936547,0.0,,47.67170325,47.69603954,False
2017-01-09,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-19,False,False,False,-0.00046109863324941824,0.0,,47.66978975,47.69439244,False
2017-01-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-20,False,False,False,-0.0005228309201049663,0.0,,47.6678349,47.69272498,False
2017-01-11,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-21,False,False,False,-0.0006004225553628995,0.0,,47.6658269,47.69102444,False
2017-01-12,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-22,False,False,False,-0.0006884535995008156,0.0,,47.6637434,47.68928324,False
2017-01-13,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-25,False,False,False,-0.0007711004153175584,0.0,,47.6616024,47.68750734,False
2017-01-17,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-26,False,False,False,-0.0008372625816408762,0.0,,47.65941705,47.68571014,False
2017-01-18,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-27,False,False,False,-0.0008709956402358013,0.0,,47.6572104,47.68389564,False
2017-01-19,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-28,False,False,False,-0.0008666093583896521,0.0,,47.6549931,47.6820684,False
2017-01-20,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-03-29,False,False,False,-0.0008519016098943073,0.0,,47.65275825,47.680221120000006,False
2017-01-23,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-01,False,False,False,-0.0008425089002024894,0.0,,47.650489,47.6783475,False
2017-01-24,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-02,False,False,False,-0.000850335926347201,0.0,,47.6481628,47.67644617999999,False
2017-01-25,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-03,False,False,False,-0.0008702451629142502,0.0,,47.6457853,47.674521299999995,False
2017-01-26,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-04,False,False,False,-0.0009110374770041566,0.0,,47.643336899999994,47.67257014,False
2017-01-27,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-05,False,False,False,-0.0009503655987608672,0.0,,47.640811649999996,47.67059614000001,False
2017-01-30,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-08,False,False,False,-0.0009662326030588225,0.0,,47.63826,47.66859764,False
2017-01-31,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-09,False,False,False,-0.0009560643230118408,0.0,,47.6356818,47.66657478,False
2017-02-01,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-10,False,False,False,-0.000916125337379432,0.0,,47.63309355,47.66452878,False
2017-02-02,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-11,False,False,False,-0.0008700405450125497,0.0,,47.63047375000001,47.66245826,False
2017-02-03,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-12,False,False,False,-0.0008248761237687578,0.0,,47.627826250000005,47.66035779999999,False
2017-02-06,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-15,False,False,False,-0.00079443308742096,0.0,,47.62514885,47.6582327,False
2017-02-07,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-16,False,False,False,-0.0007666205641043838,0.0,,47.62245355,47.6560877,False
2017-02-08,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-17,False,False,False,-0.0007433583736746845,0.0,,47.6197455,47.653919220000006,False
2017-02-09,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-18,False,False,False,-0.0007091355303821059,0.0,,47.61704435,47.65172462,False
2017-02-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-22,False,False,False,-0.000665221086686079,0.0,,47.6143571,47.649509800000004,False
2017-02-13,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-23,False,False,False,-0.0006304408219261898,0.0,,47.611667950000005,47.6472602,False
2017-02-14,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-24,False,False,False,-0.0006093663223484813,0.0,,47.60896545000001,47.644978140000006,False
2017-02-15,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-25,False,False,False,-0.000598385116442432,0.0,,47.6062351,47.64266284,False
2017-02-16,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-26,False,False,False,-0.0005783915763477032,0.0,,47.6034773,47.64032107999999,False
2017-02-17,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-29,False,False,False,-0.0005582865102045087,0.0,,47.600699500000005,47.63795828,False
2017-02-21,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-04-30,False,False,False,-0.0005246189605193421,0.0,,47.597922249999996,47.63558008,False
2017-02-22,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-01,False,False,False,-0.00046917147170731296,0.0,,47.5951684,47.63319082,False
2017-02-23,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-02,False,False,False,-0.0003913163190990207,0.0,,47.5924491,47.63079214,False
2017-02-24,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-03,False,False,False,-0.0003079027497417883,0.0,,47.589773,47.628381340000004,False
2017-02-27,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-06,False,False,False,-0.00022614398320319057,0.0,,47.58713085,47.62595088,False
2017-02-28,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-07,False,False,False,-0.00015008636406541043,0.0,,47.5845076,47.62350588,False
2017-03-01,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-08,False,False,False,-8.552288604135594e-05,0.0,,47.5818934,47.62104806,False
2017-03-02,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-09,False,False,False,-1.999376907155584e-05,0.0,,47.579287900000004,47.61858496000001,False
2017-03-03,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-10,False,True,False,3.866668644214588e-05,0.0,,47.5766977,47.61611516,False
2017-03-06,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-13,False,False,False,0.00010351577087641672,0.0,,47.5741369,47.61364498,False
2017-03-07,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-14,False,False,False,0.0001734584809259601,0.0,,47.571619999999996,47.61117326000001,False
2017-03-08,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-15,False,False,False,0.00025223220233926147,0.0,,47.569149599999996,47.60869882,False
2017-03-09,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-16,False,False,False,0.00034026062535054413,0.0,,47.5667348,47.6062277,False
2017-03-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-17,False,False,False,0.0004350175465677314,0.0,,47.564370100000005,47.60375916,False
2017-03-13,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-20,False,False,False,0.0005308409299370834,0.0,,47.562055349999994,47.60128846,False
2017-03-14,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-21,False,False,False,0.0006327782696504969,0.0,,47.559810999999996,47.59883370000001,False
2017-03-15,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-22,False,False,False,0.0007268478051710263,0.0,,47.55763915000001,47.596390680000006,False
2017-03-16,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-23,False,False,False,0.0008192259600056859,0.0,,47.5555489,47.59396538,False
2017-03-17,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-24,False,False,False,0.0009157042784732027,0.0,,47.553538149999994,47.59155684,False
2017-03-20,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-28,False,False,False,0.0010076078719097638,0.0,,47.551611449999996,47.589167960000005,False
2017-03-21,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-29,False,False,False,0.0011125680125794457,0.0,,47.54977645,47.58680936,False
2017-03-22,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-30,False,False,False,0.0012183757868451175,0.0,,47.54802285,47.584484059999994,False
2017-03-23,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-05-31,False,False,False,0.001327240301034911,0.0,,47.546350849999996,47.58219851999999,False
2017-03-24,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-03,False,False,False,0.0014353514918106092,0.0,,47.54476935,47.57995832,False
2017-03-27,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-04,False,False,False,0.0015189907217432984,0.0,,47.5432677,47.577760600000005,False
2017-03-28,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-05,False,False,False,0.0015989091944345491,0.0,,47.54186185,47.57560966,False
2017-03-29,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-06,False,False,False,0.0016761923570240873,0.0,,47.540561049999994,47.57350566,False
2017-03-30,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-07,False,False,False,0.0017460580486725087,0.0,,47.53935805,47.57144402,False
2017-03-31,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-10,False,False,False,0.0017991652822830356,0.0,,47.538252549999996,47.56941894,False
2017-04-03,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-11,False,False,False,0.0018268429828630084,0.0,,47.53722755,47.5674327,False
2017-04-04,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-12,False,False,False,0.001845858457390338,0.0,,47.536289350000004,47.56549340000001,False
2017-04-05,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-13,False,False,False,0.0018524538144592765,0.0,,47.53542895,47.563605280000004,False
2017-04-06,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-14,False,False,False,0.001864501754256738,0.0,,47.53465369999999,47.56177506,False
2017-04-07,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-17,False,False,False,0.0018879772858053714,2.626199056225488,,47.53396875,47.5600119,False
2017-04-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-18,False,False,False,0.0019106566309583135,4.814081178748509,,47.533370000000005,47.55831179999999,False
2017-04-11,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-19,False,False,False,0.0019265912859027928,6.955753626521471,,47.53284775,47.556668800000004,False
2017-04-12,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-20,False,False,False,0.0019172453068803212,6.801414606471113,,47.532393449999994,47.55507534,False
2017-04-13,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-21,False,False,False,0.0018882378756949064,6.639120246635386,,47.53199945,47.55352774,False
2017-04-17,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-24,False,False,False,0.0018373592962558465,6.319759719965873,,47.53165115,47.5520278,False
2017-04-18,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-25,False,False,False,0.0017805691094245103,6.205241978106457,,47.53135585,47.55057980000001,False
2017-04-19,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-26,False,False,False,0.001728373596458192,7.891167145524619,,47.531102849999996,47.54919096,False
2017-04-20,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-27,False,False,False,0.001692086137081738,14.997091552515982,,47.53090275,47.547863740000004,False
2017-04-21,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-06-28,False,False,False,0.0016694949515837897,23.541788633713992,,47.530751499999994,47.54660092,False
2017-04-24,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-01,False,False,False,0.0016485916923147815,29.989842019341722,,47.530640999999996,47.54539697999999,False
2017-04-25,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-02,False,False,False,0.0016318921093604905,37.53416093442616,,47.530587600000004,47.544252799999995,False
2017-04-26,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-03,False,False,False,0.0016041343139606493,41.59881946925248,,47.53056755,47.543169500000005,False
2017-04-27,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-05,False,False,False,0.0015705629266586753,46.333821156580356,,47.53057755,47.5421505,False
2017-04-28,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-08,False,False,False,0.0015296133996624533,50.341362575754985,,47.53061445,47.54119576,False
2017-05-01,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-09,False,False,False,0.00149188948476051,56.026398577728514,,47.53068895,47.54030360000001,False
2017-05-02,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-10,False,False,False,0.0014665070032090092,62.904768914288375,,47.530816550000004,47.53947951999999,False
2017-05-03,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-11,False,False,False,0.0014508047136651782,68.8847717598052,,47.530990249999995,47.5387206,False
2017-05-04,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-12,False,False,False,0.001443344932956211,74.05544690404571,,47.531215100000004,47.538023960000004,False
2017-05-05,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-15,False,False,False,0.001443513459825263,78.48985540704545,,47.53148135,47.537387960000004,False
2017-05-08,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-16,False,False,False,0.0014480361633440976,82.08272875670363,,47.53178115000001,47.536815159999996,False
2017-05-09,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-17,False,False,False,0.0014572388446182105,85.12309313978002,,47.5321207,47.536307740000005,False
2017-05-10,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-18,False,False,False,0.001461805841247423,87.35665065852046,,47.5324976,47.5358648,False
2017-05-11,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-19,False,False,False,0.001466916062863161,89.35513095117598,,47.53292975000001,47.53548987999999,False
2017-05-12,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,,False,True,2019-07-22,False,False,False,0.001469585112309049,90.96316243001947,,47.53341775,47.53517968,False
2017-05-15,7.296024745116425,0.0,False,7.296024745116425,7.296024745116425,False,False,100.0,7.296024745116425,False,True,2019-07-23,False,False,False,0.001477700781474358,92.44015293607299,47.66875537,47.533975100000006,47.534938759999996,False
